trip_id;numero_train;destination;stop_sequence;gare;arrival_time;departure_time;derniere_maj;heure_detection_fin_trajet;arrival_delay_min;departure_delay_min
OCESN8516F1187_F:OUI:FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54::87611004:87391003:5:2156:20261210;;8516;-1;Bordeaux Saint-Jean;2026-09-15 00:20:00;2026-09-15 00:26:00;2026-09-15 07:20:41;2026-09-15 07:25:33;280;280
OCESN8516F1187_F:OUI:FR:Line::A74B127A-8882-4043-BAAA-F49A6703DE54::87611004:87391003:5:2156:20261210;;8516;-1;Paris Montparnasse Hall 1 - 2;2026-09-15 07:16:00;;2026-09-15 07:20:41;2026-09-15 07:25:33;560;
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261210;;8860;-1;Nantes;;2026-09-15 05:08:00;2026-09-15 07:40:42;2026-09-15 07:45:59;;0
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261210;;8860;-1;Angers Saint-Laud;2026-09-15 05:45:00;2026-09-15 05:48:00;2026-09-15 07:40:42;2026-09-15 07:45:59;0;0
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261210;;8860;-1;Sablé-sur-Sarthe;2026-09-15 06:08:00;2026-09-15 06:11:00;2026-09-15 07:40:42;2026-09-15 07:45:59;0;0
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261210;;8860;-1;Le Mans;2026-09-15 06:36:00;2026-09-15 06:39:00;2026-09-15 07:40:42;2026-09-15 07:45:59;5;5
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261210;;8860;-1;Paris Montparnasse Hall 1 - 2;2026-09-15 07:37:00;;2026-09-15 07:40:42;2026-09-15 07:45:59;0;
OCESN8072F1187_F:OUI:FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD::87471003:87391003:5:745:20260918;;8072;-1;Rennes;;2026-09-15 05:33:00;2026-09-15 08:01:06;2026-09-15 08:05:35;;0
OCESN8072F1187_F:OUI:FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD::87471003:87391003:5:745:20260918;;8072;-1;Le Mans;2026-09-15 06:46:00;2026-09-15 06:49:00;2026-09-15 08:01:06;2026-09-15 08:05:35;0;0
OCESN8072F1187_F:OUI:FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD::87471003:87391003:5:745:20260918;;8072;-1;Paris Montparnasse Hall 1 - 2;2026-09-15 07:55:00;;2026-09-15 08:01:06;2026-09-15 08:05:35;10;
OCESN8300F1187_F:OUI:FR:Line::B5CF3630-53A0-4E1C-BF67-9B0EC6B69C5E::87571000:87391003:4:727:20261211;;8300;-1;Paris Montparnasse Hall 1 - 2;2026-09-15 08:02:00;;2026-09-15 08:05:36;2026-09-15 08:10:44;35;
OCESN8370F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:6:840:20261211;;8370;-1;La Rochelle;;2026-09-15 05:39:00;2026-09-15 08:45:45;2026-09-15 08:50:41;;0
OCESN8370F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:6:840:20261211;;8370;-1;Poitiers;2026-09-15 07:15:00;2026-09-15 07:26:00;2026-09-15 08:45:45;2026-09-15 08:50:41;5;10
OCESN8370F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:6:840:20261211;;8370;-1;Paris Montparnasse Hall 1 - 2;2026-09-15 08:45:00;;2026-09-15 08:45:45;2026-09-15 08:50:41;5;
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20261211;;8480;-1;Bordeaux Saint-Jean;;2026-09-15 05:18:00;2026-09-15 08:45:45;2026-09-15 08:50:41;;0
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20261211;;8480;-1;Angoulême;2026-09-15 06:23:00;2026-09-15 06:26:00;2026-09-15 08:45:45;2026-09-15 08:50:41;0;0
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20261211;;8480;-1;Poitiers;2026-09-15 07:06:00;2026-09-15 07:26:00;2026-09-15 08:45:45;2026-09-15 08:50:41;0;10
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20261211;;8480;-1;Paris Montparnasse Hall 1 - 2;2026-09-15 08:45:00;;2026-09-15 08:45:45;2026-09-15 08:50:41;5;
