trip_id;numero_train;destination;stop_sequence;gare;arrival_time;departure_time;derniere_maj;heure_detection_fin_trajet;arrival_delay_min;departure_delay_min
OCESN8531F1187_F:OUI:FR:Line::75E9980B-E8DF-4696-8E87-123692055B00::87391003:87677005:8:1137:20260913;;8531;-1;Paris Montparnasse Hall 1 - 2;;2026-09-06 06:43:00;2026-09-06 11:40:40;2026-09-06 11:45:41;;0
OCESN8531F1187_F:OUI:FR:Line::75E9980B-E8DF-4696-8E87-123692055B00::87391003:87677005:8:1137:20260913;;8531;-1;Angoulême;2026-09-06 08:32:00;2026-09-06 08:35:00;2026-09-06 11:40:40;2026-09-06 11:45:41;5;5
OCESN8531F1187_F:OUI:FR:Line::75E9980B-E8DF-4696-8E87-123692055B00::87391003:87677005:8:1137:20260913;;8531;-1;Bordeaux Saint-Jean;2026-09-06 09:06:00;2026-09-06 09:12:00;2026-09-06 11:40:40;2026-09-06 11:45:41;0;0
OCESN8362F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:5:1142:20260913;;8362;-1;La Rochelle;;2026-09-06 08:48:00;2026-09-06 12:01:00;2026-09-06 12:05:32;;0
OCESN8362F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:5:1142:20260913;;8362;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 11:57:00;;2026-09-06 12:01:00;2026-09-06 12:05:32;15;
OCESN8710F1187_F:OUI:FR:Line::9D734757-B3C7-4D8A-951E-0EB6FDA912B9::87474098:87391003:10:1315:20261206;;8710;-1;Rennes;2026-09-06 11:30:00;2026-09-06 11:40:00;2026-09-06 13:25:35;2026-09-06 13:30:50;5;5
OCESN8710F1187_F:OUI:FR:Line::9D734757-B3C7-4D8A-951E-0EB6FDA912B9::87474098:87391003:10:1315:20261206;;8710;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 13:20:00;;2026-09-06 13:25:35;2026-09-06 13:30:50;5;
OCESN8973F1187_F:OUI:FR:Line::2C32F2C3-282A-4DCA-80AF-1B2FEAA61B11::87391003:87486449:6:1314:20261201;;;-1;Paris Montparnasse Hall 1 - 2;;2026-09-06 09:39:00;2026-09-06 13:25:35;2026-09-06 13:30:50;;0
OCESN8973F1187_F:OUI:FR:Line::2C32F2C3-282A-4DCA-80AF-1B2FEAA61B11::87391003:87486449:6:1314:20261201;;;-1;Le Mans;2026-09-06 10:34:00;2026-09-06 10:37:00;2026-09-06 13:25:35;2026-09-06 13:30:50;0;0
OCESN8973F1187_F:OUI:FR:Line::2C32F2C3-282A-4DCA-80AF-1B2FEAA61B11::87391003:87486449:6:1314:20261201;;;-1;Angers Saint-Laud;2026-09-06 11:14:00;2026-09-06 11:17:00;2026-09-06 13:25:35;2026-09-06 13:30:50;0;0
OCESN8973F1187_F:OUI:FR:Line::2C32F2C3-282A-4DCA-80AF-1B2FEAA61B11::87391003:87486449:6:1314:20261201;;;-1;Nantes;2026-09-06 11:54:00;2026-09-06 12:05:00;2026-09-06 13:25:35;2026-09-06 13:30:50;0;0
OCESN8973F1187_F:OUI:FR:Line::2C32F2C3-282A-4DCA-80AF-1B2FEAA61B11::87391003:87486449:6:1314:20261201;;;-1;Les Sables-d'Olonne;2026-09-06 13:24:00;;2026-09-06 13:25:35;2026-09-06 13:30:50;10;
OCESN8314F1187_F:OUI:FR:Line::B5CF3630-53A0-4E1C-BF67-9B0EC6B69C5E::87571000:87391003:4:1336:20261211;;8314;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 13:41:00;;2026-09-06 13:45:42;2026-09-06 13:50:46;5;
OCESN8340F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87575001:87391003:6:1336:20261212;;8340;-1;Poitiers;;2026-09-06 11:16:00;2026-09-06 13:45:42;2026-09-06 13:50:46;;0
OCESN8340F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87575001:87391003:6:1336:20261212;;8340;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 13:41:00;;2026-09-06 13:45:42;2026-09-06 13:50:46;5;
OCESN8374F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:5:1344:20260913;;8374;-1;La Rochelle;;2026-09-06 10:49:00;2026-09-06 13:50:47;2026-09-06 13:55:32;;0
OCESN8374F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:5:1344:20260913;;8374;-1;Poitiers;2026-09-06 12:19:00;2026-09-06 12:29:00;2026-09-06 13:50:47;2026-09-06 13:55:32;5;10
OCESN8374F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:5:1344:20260913;;8374;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 13:49:00;;2026-09-06 13:50:47;2026-09-06 13:55:32;5;
OCESN8486F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:1344:20260913;;8486;-1;Bordeaux Saint-Jean;;2026-09-06 10:16:00;2026-09-06 13:50:47;2026-09-06 13:55:32;;0
OCESN8486F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:1344:20260913;;8486;-1;Angoulême;2026-09-06 11:25:00;2026-09-06 11:38:00;2026-09-06 13:50:47;2026-09-06 13:55:32;0;10
OCESN8486F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:1344:20260913;;8486;-1;Poitiers;2026-09-06 12:19:00;2026-09-06 12:29:00;2026-09-06 13:50:47;2026-09-06 13:55:32;10;10
OCESN8486F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:1344:20260913;;8486;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 13:49:00;;2026-09-06 13:50:47;2026-09-06 13:55:32;5;
OCESN5440F1187_F:OUI:FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010::87581009:87212027:10:1429:20260913;;5440;-1;Bordeaux Saint-Jean;;2026-09-06 08:54:00;2026-09-06 14:35:38;2026-09-06 14:40:41;;0
OCESN5440F1187_F:OUI:FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010::87581009:87212027:10:1429:20260913;;5440;-1;Angoulême;2026-09-06 09:31:00;2026-09-06 09:36:00;2026-09-06 14:35:38;2026-09-06 14:40:41;0;0
OCESN5440F1187_F:OUI:FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010::87581009:87212027:10:1429:20260913;;5440;-1;Poitiers;2026-09-06 10:16:00;2026-09-06 10:20:00;2026-09-06 14:35:38;2026-09-06 14:40:41;0;0
OCESN5440F1187_F:OUI:FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010::87581009:87212027:10:1429:20260913;;5440;-1;Massy TGV;2026-09-06 11:58:00;2026-09-06 12:01:00;2026-09-06 14:35:38;2026-09-06 14:40:41;5;5
OCESN8534F1187_F:OUI:FR:Line::75E9980B-E8DF-4696-8E87-123692055B00::87677005:87391003:7:1422:20261129;;8534;-1;Bordeaux Saint-Jean;2026-09-06 12:21:00;2026-09-06 12:27:00;2026-09-06 14:35:38;2026-09-06 14:40:41;15;15
OCESN8534F1187_F:OUI:FR:Line::75E9980B-E8DF-4696-8E87-123692055B00::87677005:87391003:7:1422:20261129;;8534;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 14:32:00;;2026-09-06 14:35:38;2026-09-06 14:40:41;10;
OCESN8562F1187_F:OUI:FR:Line::2881AC3D-A347-4440-BEF8-23ACAB159588::87671008:87391003:6:1422:20261129;;8562;-1;Bordeaux Saint-Jean;2026-09-06 12:21:00;2026-09-06 12:27:00;2026-09-06 14:35:38;2026-09-06 14:40:41;15;15
OCESN8562F1187_F:OUI:FR:Line::2881AC3D-A347-4440-BEF8-23ACAB159588::87671008:87391003:6:1422:20261129;;8562;-1;Paris Montparnasse Hall 1 - 2;2026-09-06 14:32:00;;2026-09-06 14:35:38;2026-09-06 14:40:41;10;
OCESN8333F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87391003:87575001:6:1435:20261206;;8333;-1;Paris Montparnasse Hall 1 - 2;;2026-09-06 12:30:00;2026-09-06 14:45:40;2026-09-06 14:50:40;;0
OCESN8333F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87391003:87575001:6:1435:20261206;;8333;-1;Poitiers;2026-09-06 14:40:00;;2026-09-06 14:45:40;2026-09-06 14:50:40;5;
OCESN5470F1187_F:OUI:FR:Line::A7628FC9-CF66-4A89-B2C2-9924DD8DCD89::87212027:87471003:9:1447:20261210;;5470;-1;Massy TGV;2026-09-06 13:04:00;2026-09-06 13:12:00;2026-09-06 14:55:37;2026-09-06 15:01:04;0;0
OCESN5470F1187_F:OUI:FR:Line::A7628FC9-CF66-4A89-B2C2-9924DD8DCD89::87212027:87471003:9:1447:20261210;;5470;-1;Le Mans;2026-09-06 13:59:00;2026-09-06 14:02:00;2026-09-06 14:55:37;2026-09-06 15:01:04;0;0
OCESN5470F1187_F:OUI:FR:Line::A7628FC9-CF66-4A89-B2C2-9924DD8DCD89::87212027:87471003:9:1447:20261210;;5470;-1;Rennes;2026-09-06 14:52:00;;2026-09-06 14:55:37;2026-09-06 15:01:04;5;
OCESN12471F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87391003:87481002:4:1454:20261206;;12471;-1;Paris Montparnasse Hall 1 - 2;;2026-09-06 12:39:00;2026-09-06 15:05:37;2026-09-06 15:10:41;;0
OCESN12471F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87391003:87481002:4:1454:20261206;;12471;-1;Le Mans;2026-09-06 13:33:00;2026-09-06 13:46:00;2026-09-06 15:05:37;2026-09-06 15:10:41;0;10
